1	94167	94167	9.395566E-02
2	6431	100598	3.207867E-02
3	1640	102238	1.629912E-02
4	675	102913	9.804488E-03
5	332	103245	6.610091E-03
6	188	103433	4.801216E-03
7	111	103544	3.733210E-03
8	61	103605	3.146288E-03
9	46	103651	2.703691E-03
10	44	103695	2.280337E-03
11	30	103725	1.991687E-03
12	22	103747	1.780010E-03
13	18	103765	1.606820E-03
14	18	103783	1.433630E-03
15	9	103792	1.347035E-03
16	9	103801	1.260440E-03
17	6	103807	1.202709E-03
18	16	103823	1.048763E-03
19	5	103828	1.000654E-03
20	3	103831	9.717892E-04
21	4	103835	9.333025E-04
22	12	103847	8.178424E-04
23	3	103850	7.889774E-04
24	2	103852	7.697341E-04
25	4	103856	7.312474E-04
26	3	103859	7.023823E-04
27	1	103860	6.927607E-04
28	5	103865	6.446523E-04
29	4	103869	6.061656E-04
31	3	103872	5.773005E-04
32	2	103874	5.580572E-04
33	1	103875	5.484355E-04
34	1	103876	5.388138E-04
35	3	103879	5.099488E-04
36	2	103881	4.907055E-04
37	2	103883	4.714621E-04
38	1	103884	4.618404E-04
39	1	103885	4.522188E-04
40	2	103887	4.329754E-04
41	1	103888	4.233537E-04
42	1	103889	4.137321E-04
43	1	103890	4.041104E-04
44	1	103891	3.944887E-04
45	3	103894	3.656237E-04
46	3	103897	3.367586E-04
48	1	103898	3.271370E-04
49	1	103899	3.175153E-04
52	1	103900	3.078936E-04
53	1	103901	2.982719E-04
55	3	103904	2.694069E-04
56	1	103905	2.597852E-04
57	1	103906	2.501636E-04
58	1	103907	2.405419E-04
60	3	103910	2.116769E-04
67	2	103912	1.924335E-04
68	1	103913	1.828118E-04
70	1	103914	1.731902E-04
71	1	103915	1.635685E-04
75	2	103917	1.443251E-04
81	1	103918	1.347035E-04
83	1	103919	1.250818E-04
84	1	103920	1.154601E-04
88	1	103921	1.058384E-04
90	1	103922	9.621676E-05
100	1	103923	8.659508E-05
106	1	103924	7.697341E-05
119	1	103925	6.735173E-05
127	1	103926	5.773005E-05
134	1	103927	4.810838E-05
279	1	103928	3.848670E-05
331	1	103929	2.886503E-05
412	1	103930	1.924335E-05
796	1	103931	9.621676E-06
1848	1	103932	0.000000E+00
