1	95905	95905	9.221275E-02
2	6373	102278	3.188922E-02
3	1633	103911	1.643208E-02
4	694	104605	9.863034E-03
5	318	104923	6.853010E-03
6	196	105119	4.997776E-03
7	103	105222	4.022831E-03
8	60	105282	3.454902E-03
9	50	105332	2.981627E-03
10	45	105377	2.555681E-03
11	30	105407	2.271716E-03
12	19	105426	2.091872E-03
13	22	105448	1.883631E-03
14	18	105466	1.713253E-03
15	15	105481	1.571270E-03
16	13	105494	1.448219E-03
17	8	105502	1.372495E-03
18	17	105519	1.211582E-03
19	8	105527	1.135858E-03
20	6	105533	1.079065E-03
21	5	105538	1.031738E-03
22	11	105549	9.276174E-04
23	5	105554	8.802900E-04
24	6	105560	8.234971E-04
25	4	105564	7.856352E-04
26	4	105568	7.477732E-04
27	2	105570	7.288423E-04
28	6	105576	6.720494E-04
29	5	105581	6.247220E-04
31	5	105586	5.773945E-04
32	2	105588	5.584636E-04
33	1	105589	5.489981E-04
34	2	105591	5.300671E-04
35	2	105593	5.111361E-04
36	1	105594	5.016707E-04
37	2	105596	4.827397E-04
38	2	105598	4.638087E-04
39	1	105599	4.543432E-04
40	3	105602	4.259468E-04
41	1	105603	4.164813E-04
42	1	105604	4.070158E-04
43	2	105606	3.880848E-04
44	2	105608	3.691539E-04
45	1	105609	3.596884E-04
46	3	105612	3.312919E-04
47	1	105613	3.218265E-04
48	1	105614	3.123610E-04
49	1	105615	3.028955E-04
52	1	105616	2.934300E-04
55	2	105618	2.744990E-04
56	1	105619	2.650336E-04
57	1	105620	2.555681E-04
58	1	105621	2.461026E-04
60	4	105625	2.082407E-04
61	1	105626	1.987752E-04
66	2	105628	1.798442E-04
67	1	105629	1.703787E-04
68	1	105630	1.609132E-04
70	1	105631	1.514477E-04
71	1	105632	1.419823E-04
75	1	105633	1.325168E-04
81	1	105634	1.230513E-04
84	1	105635	1.135858E-04
88	1	105636	1.041203E-04
90	1	105637	9.465484E-05
91	1	105638	8.518936E-05
100	1	105639	7.572387E-05
101	1	105640	6.625839E-05
105	1	105641	5.679290E-05
127	1	105642	4.732742E-05
134	1	105643	3.786194E-05
335	1	105644	2.839645E-05
412	1	105645	1.893097E-05
764	1	105646	9.465484E-06
796	1	105647	0.000000E+00
