1	37026	37026	4.915254E-02
2	1282	38308	1.623010E-02
3	277	38585	9.116590E-03
4	133	38718	5.701079E-03
5	66	38784	4.006163E-03
6	48	38832	2.773498E-03
7	29	38861	2.028762E-03
8	11	38872	1.746276E-03
9	13	38885	1.412429E-03
10	13	38898	1.078582E-03
11	8	38906	8.731382E-04
12	6	38912	7.190550E-04
13	5	38917	5.906523E-04
14	3	38920	5.136107E-04
15	4	38924	4.108885E-04
16	1	38925	3.852080E-04
17	1	38926	3.595275E-04
18	3	38929	2.824859E-04
21	2	38931	2.311248E-04
22	1	38932	2.054443E-04
24	3	38935	1.284027E-04
26	2	38937	7.704160E-05
27	1	38938	5.136107E-05
29	1	38939	2.568053E-05
34	1	38940	0.000000E+00
