1	96783	96783	1.012981E-01
2	6771	103554	3.842440E-02
3	1898	105452	2.080006E-02
4	843	106295	1.297218E-02
5	459	106754	8.710025E-03
6	304	107058	5.887160E-03
7	180	107238	4.215726E-03
8	85	107323	3.426438E-03
9	67	107390	2.804294E-03
10	47	107437	2.367864E-03
11	27	107464	2.117149E-03
12	17	107481	1.959291E-03
13	19	107500	1.782862E-03
14	17	107517	1.625005E-03
15	16	107533	1.476433E-03
16	11	107544	1.374290E-03
17	5	107549	1.327861E-03
18	15	107564	1.188575E-03
19	7	107571	1.123575E-03
20	2	107573	1.105003E-03
21	6	107579	1.049289E-03
22	14	107593	9.192883E-04
23	2	107595	9.007169E-04
24	4	107599	8.635739E-04
25	2	107601	8.450024E-04
26	3	107604	8.171452E-04
27	2	107606	7.985737E-04
28	5	107611	7.521450E-04
29	4	107615	7.150020E-04
30	1	107616	7.057163E-04
31	4	107620	6.685733E-04
32	2	107622	6.500019E-04
34	2	107624	6.314304E-04
35	2	107626	6.128589E-04
36	1	107627	6.035732E-04
37	2	107629	5.850017E-04
38	2	107631	5.664302E-04
40	3	107634	5.385730E-04
41	1	107635	5.292872E-04
42	1	107636	5.200015E-04
43	2	107638	5.014300E-04
44	2	107640	4.828585E-04
45	1	107641	4.735728E-04
46	1	107642	4.642870E-04
47	3	107645	4.364298E-04
48	2	107647	4.178583E-04
49	2	107649	3.992869E-04
52	2	107651	3.807154E-04
55	3	107654	3.528582E-04
56	1	107655	3.435724E-04
57	1	107656	3.342867E-04
58	1	107657	3.250009E-04
59	1	107658	3.157152E-04
60	2	107660	2.971437E-04
62	1	107661	2.878580E-04
63	1	107662	2.785722E-04
68	1	107663	2.692865E-04
71	1	107664	2.600007E-04
75	2	107666	2.414293E-04
78	1	107667	2.321435E-04
81	1	107668	2.228578E-04
86	1	107669	2.135720E-04
87	1	107670	2.042863E-04
88	2	107672	1.857148E-04
91	1	107673	1.764291E-04
97	1	107674	1.671433E-04
102	1	107675	1.578576E-04
106	1	107676	1.485719E-04
115	1	107677	1.392861E-04
117	1	107678	1.300004E-04
127	1	107679	1.207146E-04
129	1	107680	1.114289E-04
134	1	107681	1.021431E-04
143	1	107682	9.285741E-05
144	1	107683	8.357167E-05
157	1	107684	7.428593E-05
160	1	107685	6.500019E-05
223	1	107686	5.571444E-05
229	2	107688	3.714296E-05
279	1	107689	2.785722E-05
377	1	107690	1.857148E-05
573	1	107691	9.285741E-06
1848	1	107692	0.000000E+00
