1	62646	62646	8.159855E-02
2	3364	66010	3.228171E-02
3	913	66923	1.889697E-02
4	448	67371	1.232921E-02
5	272	67643	8.341641E-03
6	201	67844	5.394945E-03
7	134	67978	3.430481E-03
8	49	68027	2.712133E-03
9	38	68065	2.155046E-03
10	26	68091	1.773881E-03
11	13	68104	1.583299E-03
12	11	68115	1.422037E-03
13	7	68122	1.319416E-03
14	7	68129	1.216795E-03
15	8	68137	1.099513E-03
16	1	68138	1.084853E-03
17	1	68139	1.070193E-03
18	6	68145	9.822319E-04
19	2	68147	9.529115E-04
21	3	68150	9.089310E-04
22	5	68155	8.356301E-04
23	1	68156	8.209699E-04
24	3	68159	7.769894E-04
25	1	68160	7.623292E-04
26	2	68162	7.330089E-04
27	1	68163	7.183487E-04
28	1	68164	7.036885E-04
29	4	68168	6.450478E-04
32	1	68169	6.303876E-04
34	1	68170	6.157274E-04
35	2	68172	5.864071E-04
36	1	68173	5.717469E-04
37	1	68174	5.570867E-04
38	1	68175	5.424266E-04
39	1	68176	5.277664E-04
40	1	68177	5.131062E-04
41	1	68178	4.984460E-04
43	1	68179	4.837858E-04
44	2	68181	4.544655E-04
45	1	68182	4.398053E-04
46	1	68183	4.251451E-04
47	2	68185	3.958248E-04
48	1	68186	3.811646E-04
49	1	68187	3.665044E-04
52	1	68188	3.518443E-04
59	1	68189	3.371841E-04
60	2	68191	3.078637E-04
62	1	68192	2.932035E-04
78	1	68193	2.785434E-04
82	1	68194	2.638832E-04
84	1	68195	2.492230E-04
85	1	68196	2.345628E-04
90	1	68197	2.199027E-04
97	1	68198	2.052425E-04
102	1	68199	1.905823E-04
106	1	68200	1.759221E-04
112	1	68201	1.612619E-04
113	1	68202	1.466018E-04
124	1	68203	1.319416E-04
141	1	68204	1.172814E-04
144	1	68205	1.026212E-04
152	1	68206	8.796106E-05
157	1	68207	7.330089E-05
159	1	68208	5.864071E-05
223	1	68209	4.398053E-05
227	1	68210	2.932035E-05
377	1	68211	1.466018E-05
573	1	68212	0.000000E+00
